kategori,input_user,prep_input,prep_stopword
abaout_Hydrochlorothiazide,Apa yang harus diperhatikan sebelum menggunakan Hydrochlorothiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']","['apa', 'harus', 'perhati', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa persiapan yang perlu dilakukan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'siap', 'yang', 'perlu', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'siap', 'perlu', 'laku', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu diperhatikan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'perlu', 'perhati', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apakah ada instruksi khusus yang harus diikuti sebelum menggunakan Hydrochlorothiazide,"['apakah', 'ada', 'instruksi', 'khusus', 'yang', 'harus', 'ikut', 'belum', 'guna', 'hydrochlorothiazide']","['ada', 'instruksi', 'khusus', 'harus', 'ikut', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu dilakukan sebelum memulai penggunaan Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']","['apa', 'perlu', 'laku', 'mulai', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa persiapan yang harus dilakukan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'siap', 'harus', 'laku', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa langkahlangkah yang harus diambil sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'langkahlangkah', 'yang', 'harus', 'ambil', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'langkahlangkah', 'harus', 'ambil', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang harus diperhatikan sebelum menggunakan Hydrochlorothiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']","['apa', 'harus', 'perhati', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apakah ada tindakan yang perlu diambil sebelum menggunakan Hydrochlorothiazide,"['apakah', 'ada', 'tindak', 'yang', 'perlu', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']","['ada', 'tindak', 'perlu', 'ambil', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu diperhatikan sebelum memulai penggunaan Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']","['apa', 'perlu', 'perhati', 'mulai', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa saja langkahlangkah persiapan sebelum menggunakan Hydrochlorothiazide,"['apa', 'saja', 'langkahlangkah', 'siap', 'belum', 'guna', 'hydrochlorothiazide']","['apa', 'langkahlangkah', 'siap', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang harus dilakukan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'harus', 'laku', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa langkahlangkah khusus yang harus diambil sebelum menggunakan Hydrochlorothiazide,"['apa', 'langkahlangkah', 'khusus', 'yang', 'harus', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']","['apa', 'langkahlangkah', 'khusus', 'harus', 'ambil', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu diperhatikan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'perlu', 'perhati', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apakah ada persiapan yang harus dilakukan sebelum memulai penggunaan Hydrochlorothiazide,"['apakah', 'ada', 'siap', 'yang', 'harus', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']","['ada', 'siap', 'harus', 'laku', 'mulai', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang harus diperhatikan sebelum menggunakan Hydrochlorothiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']","['apa', 'harus', 'perhati', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu dilakukan sebelum memulai penggunaan Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']","['apa', 'perlu', 'laku', 'mulai', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa langkahlangkah yang perlu diikuti sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'langkahlangkah', 'yang', 'perlu', 'ikut', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'langkahlangkah', 'perlu', 'ikut', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang harus dilakukan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'harus', 'laku', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apakah ada instruksi yang harus diikuti sebelum menggunakan Hydrochlorothiazide,"['apakah', 'ada', 'instruksi', 'yang', 'harus', 'ikut', 'belum', 'guna', 'hydrochlorothiazide']","['ada', 'instruksi', 'harus', 'ikut', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu diperhatikan sebelum memulai penggunaan Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']","['apa', 'perlu', 'perhati', 'mulai', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa persiapan yang harus dilakukan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'siap', 'harus', 'laku', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu diperhatikan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'perlu', 'perhati', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apakah ada langkahlangkah khusus yang harus dilakukan sebelum menggunakan Hydrochlorothiazide,"['apakah', 'ada', 'langkahlangkah', 'khusus', 'yang', 'harus', 'laku', 'belum', 'guna', 'hydrochlorothiazide']","['ada', 'langkahlangkah', 'khusus', 'harus', 'laku', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu dilakukan sebelum memulai penggunaan Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']","['apa', 'perlu', 'laku', 'mulai', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa persiapan yang harus dilakukan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'siap', 'harus', 'laku', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa langkahlangkah yang harus diambil sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'langkahlangkah', 'yang', 'harus', 'ambil', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'langkahlangkah', 'harus', 'ambil', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang harus diperhatikan sebelum menggunakan Hydrochlorothiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']","['apa', 'harus', 'perhati', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apakah ada tindakan yang perlu diambil sebelum menggunakan Hydrochlorothiazide,"['apakah', 'ada', 'tindak', 'yang', 'perlu', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']","['ada', 'tindak', 'perlu', 'ambil', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu diperhatikan sebelum memulai penggunaan Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']","['apa', 'perlu', 'perhati', 'mulai', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa saja langkahlangkah persiapan sebelum menggunakan Hydrochlorothiazide,"['apa', 'saja', 'langkahlangkah', 'siap', 'belum', 'guna', 'hydrochlorothiazide']","['apa', 'langkahlangkah', 'siap', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang harus dilakukan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'harus', 'laku', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa langkahlangkah khusus yang harus diambil sebelum menggunakan Hydrochlorothiazide,"['apa', 'langkahlangkah', 'khusus', 'yang', 'harus', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']","['apa', 'langkahlangkah', 'khusus', 'harus', 'ambil', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu diperhatikan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'perlu', 'perhati', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apakah ada persiapan yang harus dilakukan sebelum memulai penggunaan Hydrochlorothiazide,"['apakah', 'ada', 'siap', 'yang', 'harus', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']","['ada', 'siap', 'harus', 'laku', 'mulai', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang harus diperhatikan sebelum menggunakan Hydrochlorothiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']","['apa', 'harus', 'perhati', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu dilakukan sebelum memulai penggunaan Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']","['apa', 'perlu', 'laku', 'mulai', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa langkahlangkah yang perlu diikuti sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'langkahlangkah', 'yang', 'perlu', 'ikut', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'langkahlangkah', 'perlu', 'ikut', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang harus dilakukan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'harus', 'laku', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apakah ada instruksi yang harus diikuti sebelum menggunakan Hydrochlorothiazide,"['apakah', 'ada', 'instruksi', 'yang', 'harus', 'ikut', 'belum', 'guna', 'hydrochlorothiazide']","['ada', 'instruksi', 'harus', 'ikut', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu diperhatikan sebelum memulai penggunaan Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']","['apa', 'perlu', 'perhati', 'mulai', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa persiapan yang harus dilakukan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'siap', 'harus', 'laku', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu diperhatikan sebelum menggunakan Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']","['apa', 'perlu', 'perhati', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apakah ada tindakan yang perlu diambil sebelum menggunakan Hydrochlorothiazide,"['apakah', 'ada', 'tindak', 'yang', 'perlu', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']","['ada', 'tindak', 'perlu', 'ambil', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu diperhatikan sebelum memulai penggunaan Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']","['apa', 'perlu', 'perhati', 'mulai', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang harus dilakukan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'harus', 'laku', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apakah ada langkahlangkah khusus yang harus dilakukan sebelum menggunakan Hydrochlorothiazide,"['apakah', 'ada', 'langkahlangkah', 'khusus', 'yang', 'harus', 'laku', 'belum', 'guna', 'hydrochlorothiazide']","['ada', 'langkahlangkah', 'khusus', 'harus', 'laku', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu dilakukan sebelum memulai penggunaan Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']","['apa', 'perlu', 'laku', 'mulai', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa persiapan yang harus dilakukan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'siap', 'harus', 'laku', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa langkahlangkah yang harus diambil sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'langkahlangkah', 'yang', 'harus', 'ambil', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'langkahlangkah', 'harus', 'ambil', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang harus diperhatikan sebelum menggunakan Hydrochlorothiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']","['apa', 'harus', 'perhati', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apakah ada instruksi khusus yang perlu diikuti sebelum menggunakan Hydrochlorothiazide,"['apakah', 'ada', 'instruksi', 'khusus', 'yang', 'perlu', 'ikut', 'belum', 'guna', 'hydrochlorothiazide']","['ada', 'instruksi', 'khusus', 'perlu', 'ikut', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,apa efek samping dari Hydrochlorothiazide,"['apa', 'efek', 'samping', 'dari', 'hydrochlorothiazide']","['apa', 'efek', 'samping', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,efek samping Hydrochlorothiazide,"['efek', 'samping', 'hydrochlorothiazide']","['efek', 'samping', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,apa saja efek samping dari Hydrochlorothiazide,"['apa', 'saja', 'efek', 'samping', 'dari', 'hydrochlorothiazide']","['apa', 'efek', 'samping', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,ingin tahu efek samping Hydrochlorothiazide,"['ingin', 'tahu', 'efek', 'samping', 'hydrochlorothiazide']","['tahu', 'efek', 'samping', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,apa sih efek samping Hydrochlorothiazide,"['apa', 'sih', 'efek', 'samping', 'hydrochlorothiazide']","['apa', 'sih', 'efek', 'samping', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,efek samping dari obat Hydrochlorothiazide,"['efek', 'samping', 'dari', 'obat', 'hydrochlorothiazide']","['efek', 'samping', 'obat', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,efek dari Hydrochlorothiazide,"['efek', 'dari', 'hydrochlorothiazide']","['efek', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,tensibot apa efek samping dari obat Hydrochlorothiazide,"['tensibot', 'apa', 'efek', 'samping', 'dari', 'obat', 'hydrochlorothiazide']","['tensibot', 'apa', 'efek', 'samping', 'obat', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa efek samping umum yang dapat ditimbulkan oleh Hidroklortiazid,"['apa', 'efek', 'samping', 'umum', 'yang', 'dapat', 'timbul', 'oleh', 'hidroklortiazid']","['apa', 'efek', 'samping', 'umum', 'dapat', 'timbul', 'hidroklortiazid']"
abaout_Hydrochlorothiazide,Apakah terdapat risiko dehidrasi akibat penggunaan Hidroklortiazid,"['apakah', 'dapat', 'risiko', 'dehidrasi', 'akibat', 'guna', 'hidroklortiazid']","['dapat', 'risiko', 'dehidrasi', 'akibat', 'hidroklortiazid']"
abaout_Hydrochlorothiazide,kalau minum Hidroklortiazid apa efek sampingya,"['kalau', 'minum', 'hidroklortiazid', 'apa', 'efek', 'sampingya']","['kalau', 'minum', 'hidroklortiazid', 'apa', 'efek', 'sampingya']"
abaout_Hydrochlorothiazide,Apa yang perlu diperhatikan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'perlu', 'perhati', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang harus dilakukan sebelum memulai penggunaan Hydrochlorothiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']","['apa', 'harus', 'laku', 'mulai', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa saja persiapan yang perlu dilakukan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'saja', 'siap', 'yang', 'perlu', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'siap', 'perlu', 'laku', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Bagaimana langkah khusus sebelum mengonsumsi Hydrochlorothiazide,"['bagaimana', 'langkah', 'khusus', 'belum', 'konsumsi', 'hydrochlorothiazide']","['bagaimana', 'langkah', 'khusus', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apakah ada tindakan yang perlu diambil sebelum menggunakan Hydrochlorothiazide,"['apakah', 'ada', 'tindak', 'yang', 'perlu', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']","['ada', 'tindak', 'perlu', 'ambil', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang harus diperhatikan sebelum memulai penggunaan Hydrochlorothiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']","['apa', 'harus', 'perhati', 'mulai', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apakah ada peringatan atau langkah penting sebelum mengonsumsi Hydrochlorothiazide,"['apakah', 'ada', 'ingat', 'atau', 'langkah', 'penting', 'belum', 'konsumsi', 'hydrochlorothiazide']","['ada', 'ingat', 'langkah', 'penting', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa saja langkahlangkah yang perlu diikuti sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'saja', 'langkahlangkah', 'yang', 'perlu', 'ikut', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'langkahlangkah', 'perlu', 'ikut', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang harus dilakukan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'harus', 'laku', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa langkahlangkah yang perlu diikuti sebelum menggunakan Hydrochlorothiazide,"['apa', 'langkahlangkah', 'yang', 'perlu', 'ikut', 'belum', 'guna', 'hydrochlorothiazide']","['apa', 'langkahlangkah', 'perlu', 'ikut', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa persiapan yang harus dilakukan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'siap', 'harus', 'laku', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apakah ada langkah khusus yang harus diambil sebelum menggunakan Hydrochlorothiazide,"['apakah', 'ada', 'langkah', 'khusus', 'yang', 'harus', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']","['ada', 'langkah', 'khusus', 'harus', 'ambil', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Bagaimana tata cara sebelum mengonsumsi Hydrochlorothiazide,"['bagaimana', 'tata', 'cara', 'belum', 'konsumsi', 'hydrochlorothiazide']","['bagaimana', 'tata', 'cara', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu diperhatikan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'perlu', 'perhati', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa saja langkahlangkah persiapan sebelum menggunakan Hydrochlorothiazide,"['apa', 'saja', 'langkahlangkah', 'siap', 'belum', 'guna', 'hydrochlorothiazide']","['apa', 'langkahlangkah', 'siap', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang harus dilakukan sebelum memulai penggunaan Hydrochlorothiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']","['apa', 'harus', 'laku', 'mulai', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu diikuti sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'ikut', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'perlu', 'ikut', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa langkahlangkah yang perlu diambil sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'langkahlangkah', 'yang', 'perlu', 'ambil', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'langkahlangkah', 'perlu', 'ambil', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang harus diperhatikan sebelum menggunakan Hydrochlorothiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']","['apa', 'harus', 'perhati', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa persiapan yang perlu dilakukan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'siap', 'yang', 'perlu', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'siap', 'perlu', 'laku', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu diperhatikan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'perlu', 'perhati', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apakah ada instruksi khusus yang harus diikuti sebelum menggunakan Hydrochlorothiazide,"['apakah', 'ada', 'instruksi', 'khusus', 'yang', 'harus', 'ikut', 'belum', 'guna', 'hydrochlorothiazide']","['ada', 'instruksi', 'khusus', 'harus', 'ikut', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu dilakukan sebelum memulai penggunaan Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']","['apa', 'perlu', 'laku', 'mulai', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa persiapan yang harus dilakukan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'siap', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'siap', 'harus', 'laku', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa langkahlangkah yang harus diambil sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'langkahlangkah', 'yang', 'harus', 'ambil', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'langkahlangkah', 'harus', 'ambil', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang harus diperhatikan sebelum menggunakan Hydrochlorothiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']","['apa', 'harus', 'perhati', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apakah ada tindakan yang perlu diambil sebelum menggunakan Hydrochlorothiazide,"['apakah', 'ada', 'tindak', 'yang', 'perlu', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']","['ada', 'tindak', 'perlu', 'ambil', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu diperhatikan sebelum memulai penggunaan Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']","['apa', 'perlu', 'perhati', 'mulai', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa saja langkahlangkah persiapan sebelum menggunakan Hydrochlorothiazide,"['apa', 'saja', 'langkahlangkah', 'siap', 'belum', 'guna', 'hydrochlorothiazide']","['apa', 'langkahlangkah', 'siap', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang harus dilakukan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'yang', 'harus', 'laku', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'harus', 'laku', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa langkahlangkah khusus yang harus diambil sebelum menggunakan Hydrochlorothiazide,"['apa', 'langkahlangkah', 'khusus', 'yang', 'harus', 'ambil', 'belum', 'guna', 'hydrochlorothiazide']","['apa', 'langkahlangkah', 'khusus', 'harus', 'ambil', 'guna', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang perlu diperhatikan sebelum mengonsumsi Hydrochlorothiazide,"['apa', 'yang', 'perlu', 'perhati', 'belum', 'konsumsi', 'hydrochlorothiazide']","['apa', 'perlu', 'perhati', 'konsumsi', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apakah ada persiapan yang harus dilakukan sebelum memulai penggunaan Hydrochlorothiazide,"['apakah', 'ada', 'siap', 'yang', 'harus', 'laku', 'belum', 'mulai', 'guna', 'hydrochlorothiazide']","['ada', 'siap', 'harus', 'laku', 'mulai', 'hydrochlorothiazide']"
abaout_Hydrochlorothiazide,Apa yang harus diperhatikan sebelum menggunakan Hydrochlorothiazide,"['apa', 'yang', 'harus', 'perhati', 'belum', 'guna', 'hydrochlorothiazide']","['apa', 'harus', 'perhati', 'guna', 'hydrochlorothiazide']"
